"City","State","Year","Victim.Count","County"
"Vernon","LA",1980,4,"Vernon"
"Washington","LA",1980,6,"Washington"
"Webster","LA",1980,6,"Webster"
"West Baton Rouge","LA",1980,1,"West Baton Rouge"
"Winn","LA",1980,2,"Winn"
"Barnstable","MA",1980,3,"Barnstable"
"Berkshire","MA",1980,2,"Berkshire"
"Bristol","MA",1980,21,"Bristol"
"Essex","MA",1980,15,"Essex"
"Hampden","MA",1980,16,"Hampden"
"Hampshire","MA",1980,2,"Hampshire"
"Middlesex","MA",1980,32,"Middlesex"
"Norfolk","MA",1980,12,"Norfolk"
"Plymouth","MA",1980,8,"Plymouth"
"Suffolk","MA",1980,109,"Suffolk"
"Worcester","MA",1980,14,"Worcester"
"Allegany","MD",1980,2,"Allegany"
"Anne Arundel","MD",1980,21,"Anne Arundel"
"Baltimore","MD",1980,28,"Baltimore"
"Baltimore City","MD",1980,231,"Baltimore City"
"Calvert","MD",1980,3,"Calvert"
"Caroline","MD",1980,2,"Caroline"
"Carroll","MD",1980,1,"Carroll"
"Cecil","MD",1980,6,"Cecil"
"Charles","MD",1980,7,"Charles"
"Dorchester","MD",1980,6,"Dorchester"
"Frederick","MD",1980,4,"Frederick"
"Garrett","MD",1980,3,"Garrett"
"Harford","MD",1980,4,"Harford"
"Howard","MD",1980,5,"Howard"
"Montgomery","MD",1980,22,"Montgomery"
"Prince Georges","MD",1980,60,"Prince Georges"
"St Marys","MD",1980,3,"St Marys"
"Talbot","MD",1980,4,"Talbot"
"Washington","MD",1980,2,"Washington"
"Wicomico","MD",1980,13,"Wicomico"
"Worcester","MD",1980,5,"Worcester"
"Androscoggin","ME",1980,6,"Androscoggin"
"Aroostook","ME",1980,2,"Aroostook"
"Cumberland","ME",1980,6,"Cumberland"
"Franklin","ME",1980,1,"Franklin"
"Kennebec","ME",1980,3,"Kennebec"
"Lincoln","ME",1980,1,"Lincoln"
"Penobscot","ME",1980,4,"Penobscot"
"Piscataquis","ME",1980,1,"Piscataquis"
"Somerset","ME",1980,5,"Somerset"
"Waldo","ME",1980,2,"Waldo"
"Washington","ME",1980,3,"Washington"
"York","ME",1980,13,"York"
"Alcona","MI",1980,1,"Alcona"
"Allegan","MI",1980,2,"Allegan"
"Bay","MI",1980,1,"Bay"
"Benzie","MI",1980,1,"Benzie"
"Berrien","MI",1980,9,"Berrien"
"Calhoun","MI",1980,15,"Calhoun"
"Cass","MI",1980,3,"Cass"
"Chippewa","MI",1980,1,"Chippewa"
"Clinton","MI",1980,1,"Clinton"
"Delta","MI",1980,1,"Delta"
"Eaton","MI",1980,5,"Eaton"
"Emmet","MI",1980,1,"Emmet"
"Genesee","MI",1980,50,"Genesee"
"Hillsdale","MI",1980,3,"Hillsdale"
"Ingham","MI",1980,7,"Ingham"
"Ionia","MI",1980,3,"Ionia"
"Iosco","MI",1980,1,"Iosco"
"Isabella","MI",1980,1,"Isabella"
"Jackson","MI",1980,8,"Jackson"
"Kalamazoo","MI",1980,3,"Kalamazoo"
"Kent","MI",1980,35,"Kent"
"Lenawee","MI",1980,2,"Lenawee"
"Livingston","MI",1980,3,"Livingston"
"Macomb","MI",1980,26,"Macomb"
"Manistee","MI",1980,1,"Manistee"
"Mecosta","MI",1980,3,"Mecosta"
"Menominee","MI",1980,1,"Menominee"
"Monroe","MI",1980,8,"Monroe"
"Montcalm","MI",1980,1,"Montcalm"
"Muskegon","MI",1980,12,"Muskegon"
"Newaygo","MI",1980,1,"Newaygo"
"Oakland","MI",1980,32,"Oakland"
"Ogemaw","MI",1980,2,"Ogemaw"
"Osceola","MI",1980,20,"Osceola"
"Oscoda","MI",1980,2,"Oscoda"
"Otsego","MI",1980,2,"Otsego"
"Ottawa","MI",1980,2,"Ottawa"
"Roscommon","MI",1980,1,"Roscommon"
"Saginaw","MI",1980,26,"Saginaw"
"Sanilac","MI",1980,1,"Sanilac"
"Shiawassee","MI",1980,1,"Shiawassee"
"St Clair","MI",1980,2,"St Clair"
"St Joseph","MI",1980,4,"St Joseph"
"Tuscola","MI",1980,2,"Tuscola"
"Van Buren","MI",1980,3,"Van Buren"
"Washtenaw","MI",1980,12,"Washtenaw"
"Wayne","MI",1980,669,"Wayne"
"Aitkin","MN",1980,1,"Aitkin"
"Anoka","MN",1980,2,"Anoka"
"Becker","MN",1980,2,"Becker"
"Beltrami","MN",1980,1,"Beltrami"
"Benton","MN",1980,2,"Benton"
"Blue Earth","MN",1980,4,"Blue Earth"
"Brown","MN",1980,1,"Brown"
"Cass","MN",1980,3,"Cass"
"Clay","MN",1980,2,"Clay"
"Cook","MN",1980,1,"Cook"
"Crow Wing","MN",1980,2,"Crow Wing"
"Faribault","MN",1980,1,"Faribault"
"Freeborn","MN",1980,1,"Freeborn"
"Hennepin","MN",1980,53,"Hennepin"
"Lake","MN",1980,1,"Lake"
"Mahnomen","MN",1980,1,"Mahnomen"
"Mille Lacs","MN",1980,3,"Mille Lacs"
"Olmsted","MN",1980,2,"Olmsted"
"Otter Tail","MN",1980,1,"Otter Tail"
"Pine","MN",1980,1,"Pine"
"Ramsey","MN",1980,23,"Ramsey"
"Sherburne","MN",1980,1,"Sherburne"
"St Louis","MN",1980,4,"St Louis"
"Starns","MN",1980,3,"Starns"
"Washington","MN",1980,3,"Washington"
"Winona","MN",1980,1,"Winona"
"Wright","MN",1980,1,"Wright"
"Barton","MO",1980,1,"Barton"
"Bates","MO",1980,7,"Bates"
"Bollinger","MO",1980,1,"Bollinger"
"Boone","MO",1980,4,"Boone"
"Buchanan","MO",1980,7,"Buchanan"
"Butler","MO",1980,3,"Butler"
"Callaway","MO",1980,1,"Callaway"
"Camden","MO",1980,4,"Camden"
"Cape Girardeau","MO",1980,2,"Cape Girardeau"
"Cass","MO",1980,1,"Cass"
"Clay","MO",1980,1,"Clay"
"Daviess","MO",1980,1,"Daviess"
"Franklin","MO",1980,4,"Franklin"
"Greene","MO",1980,9,"Greene"
"Iron","MO",1980,1,"Iron"
"Jackson","MO",1980,181,"Jackson"
"Jasper","MO",1980,4,"Jasper"
"Jefferson","MO",1980,8,"Jefferson"
"Johnson","MO",1980,1,"Johnson"
"Laclede","MO",1980,3,"Laclede"
"Lafayette","MO",1980,2,"Lafayette"
"Lawrence","MO",1980,1,"Lawrence"
"Lincoln","MO",1980,1,"Lincoln"
"Livingston","MO",1980,1,"Livingston"
"Maries","MO",1980,1,"Maries"
"Mcdonald","MO",1980,1,"Mcdonald"
"Morgan","MO",1980,1,"Morgan"
"Newton","MO",1980,1,"Newton"
"Pemiscot","MO",1980,5,"Pemiscot"
"Phelps","MO",1980,1,"Phelps"
"Pike","MO",1980,2,"Pike"
"Platte","MO",1980,2,"Platte"
"Pulaski","MO",1980,3,"Pulaski"
"Ray","MO",1980,1,"Ray"
"Saline","MO",1980,1,"Saline"
"Scott","MO",1980,1,"Scott"
"St Charles","MO",1980,5,"St Charles"
"St Francois","MO",1980,1,"St Francois"
"St Louis","MO",1980,57,"St Louis"
"St Louis City","MO",1980,235,"St Louis City"
"Texas","MO",1980,1,"Texas"
"Vernon","MO",1980,1,"Vernon"
"Adams","MS",1980,3,"Adams"
"Alcorn","MS",1980,1,"Alcorn"
"Attala","MS",1980,1,"Attala"
"Benton","MS",1980,1,"Benton"
"Bolivar","MS",1980,3,"Bolivar"
"Chickasaw","MS",1980,3,"Chickasaw"
"Claiborne","MS",1980,5,"Claiborne"
"Coahoma","MS",1980,1,"Coahoma"
"Copiah","MS",1980,6,"Copiah"
"Desoto","MS",1980,5,"Desoto"
"Forrest","MS",1980,2,"Forrest"
"Hancock","MS",1980,3,"Hancock"
"Harrison","MS",1980,11,"Harrison"
"Hinds","MS",1980,49,"Hinds"
"Holmes","MS",1980,4,"Holmes"
"Jackson","MS",1980,8,"Jackson"
"Jasper","MS",1980,1,"Jasper"
"Jefferson Davis","MS",1980,3,"Jefferson Davis"
"Jones","MS",1980,4,"Jones"
"Kemper","MS",1980,1,"Kemper"
"Lafayette","MS",1980,1,"Lafayette"
"Lauderdale","MS",1980,18,"Lauderdale"
"Lee","MS",1980,12,"Lee"
"Leflore","MS",1980,6,"Leflore"
"Lincoln","MS",1980,5,"Lincoln"
"Lowndes","MS",1980,5,"Lowndes"
"Madison","MS",1980,1,"Madison"
"Marion","MS",1980,9,"Marion"
"Monroe","MS",1980,1,"Monroe"
"Montgomery","MS",1980,1,"Montgomery"
"Newton","MS",1980,9,"Newton"
"Oktibbeha","MS",1980,1,"Oktibbeha"
"Perry","MS",1980,2,"Perry"
"Prentiss","MS",1980,1,"Prentiss"
"Scott","MS",1980,1,"Scott"
"Sunflower","MS",1980,1,"Sunflower"
"Tate","MS",1980,1,"Tate"
"Warren","MS",1980,3,"Warren"
"Washington","MS",1980,18,"Washington"
"Winston","MS",1980,1,"Winston"
"Yalobusha","MS",1980,2,"Yalobusha"
"Yazoo","MS",1980,4,"Yazoo"
"Big Horn","MT",1980,2,"Big Horn"
"Carbon","MT",1980,1,"Carbon"
"Custer","MT",1980,2,"Custer"
"Dawson","MT",1980,1,"Dawson"
"Lewis And Clark","MT",1980,3,"Lewis And Clark"
"Lincoln","MT",1980,1,"Lincoln"
"Missoula","MT",1980,5,"Missoula"
"Rosebud","MT",1980,1,"Rosebud"
"Silver Bow","MT",1980,5,"Silver Bow"
"Teton","MT",1980,1,"Teton"
"Yellowstone","MT",1980,7,"Yellowstone"
"Alamance","NC",1980,17,"Alamance"
"Alexander","NC",1980,1,"Alexander"
"Anson","NC",1980,3,"Anson"
"Avery","NC",1980,1,"Avery"
"Beaufort","NC",1980,6,"Beaufort"
"Bertie","NC",1980,5,"Bertie"
"Bladen","NC",1980,5,"Bladen"
"Brunswick","NC",1980,2,"Brunswick"
"Buncombe","NC",1980,17,"Buncombe"
"Burke","NC",1980,6,"Burke"
"Cabarrus","NC",1980,8,"Cabarrus"
"Caldwell","NC",1980,9,"Caldwell"
"Carteret","NC",1980,1,"Carteret"
"Caswell","NC",1980,3,"Caswell"
"Catawba","NC",1980,14,"Catawba"
"Chatham","NC",1980,2,"Chatham"
"Cherokee","NC",1980,1,"Cherokee"
"Cleveland","NC",1980,6,"Cleveland"
"Columbus","NC",1980,6,"Columbus"
"Craven","NC",1980,11,"Craven"
"Cumberland","NC",1980,48,"Cumberland"
"Dare","NC",1980,1,"Dare"
"Davidson","NC",1980,7,"Davidson"
"Duplin","NC",1980,2,"Duplin"
"Durham","NC",1980,21,"Durham"
"Edgecombe","NC",1980,5,"Edgecombe"
"Forsyth","NC",1980,18,"Forsyth"
"Franklin","NC",1980,7,"Franklin"
"Gaston","NC",1980,22,"Gaston"
"Granville","NC",1980,4,"Granville"
"Greene","NC",1980,2,"Greene"
"Guilford","NC",1980,36,"Guilford"
"Halifax","NC",1980,7,"Halifax"
"Harnett","NC",1980,13,"Harnett"
"Haywood","NC",1980,3,"Haywood"
"Henderson","NC",1980,3,"Henderson"
"Hertford","NC",1980,3,"Hertford"
"Hoke","NC",1980,3,"Hoke"
"Iredell","NC",1980,6,"Iredell"
"Jackson","NC",1980,2,"Jackson"
"Johnston","NC",1980,6,"Johnston"
"Jones","NC",1980,1,"Jones"
"Lee","NC",1980,5,"Lee"
"Lenoir","NC",1980,7,"Lenoir"
"Lincoln","NC",1980,4,"Lincoln"
"Macon","NC",1980,1,"Macon"
"Martin","NC",1980,3,"Martin"
"Mcdowell","NC",1980,2,"Mcdowell"
"Mecklenburg","NC",1980,69,"Mecklenburg"
"Mitchell","NC",1980,1,"Mitchell"
"Montgomery","NC",1980,5,"Montgomery"
"Moore","NC",1980,5,"Moore"
"Nash","NC",1980,8,"Nash"
"New Hanover","NC",1980,6,"New Hanover"
"Northampton","NC",1980,6,"Northampton"
"Onslow","NC",1980,9,"Onslow"
"Orange","NC",1980,7,"Orange"
"Pasquotank","NC",1980,1,"Pasquotank"
"Perquimans","NC",1980,1,"Perquimans"
"Person","NC",1980,5,"Person"
"Pitt","NC",1980,6,"Pitt"
"Polk","NC",1980,2,"Polk"
"Randolph","NC",1980,6,"Randolph"
"Repressed","NC",1980,7,"Repressed"
"Richmond","NC",1980,12,"Richmond"
"Robeson","NC",1980,21,"Robeson"
"Rockingham","NC",1980,8,"Rockingham"
"Rowan","NC",1980,6,"Rowan"
"Rutherford","NC",1980,4,"Rutherford"
"Sampson","NC",1980,4,"Sampson"
"Scotland","NC",1980,3,"Scotland"
"Stkes","NC",1980,3,"Stkes"
"Stnly","NC",1980,6,"Stnly"
"Surry","NC",1980,2,"Surry"
"Transylvania","NC",1980,1,"Transylvania"
"Union","NC",1980,1,"Union"
"Vance","NC",1980,4,"Vance"
"Wake","NC",1980,25,"Wake"
"Washington","NC",1980,3,"Washington"
"Watauga","NC",1980,1,"Watauga"
"Wayne","NC",1980,5,"Wayne"
"Wilkes","NC",1980,2,"Wilkes"
"Wilson","NC",1980,7,"Wilson"
"Yadkin","NC",1980,3,"Yadkin"
"Burleigh","ND",1980,1,"Burleigh"
"Cass","ND",1980,2,"Cass"
"Cavalier","ND",1980,1,"Cavalier"
"Mckenzie","ND",1980,1,"Mckenzie"
"Mountrail","ND",1980,1,"Mountrail"
"Rolette","ND",1980,2,"Rolette"
"Williams","ND",1980,1,"Williams"
"Buffalo","NE",1980,2,"Buffalo"
"Cass","NE",1980,1,"Cass"
"Dawson","NE",1980,1,"Dawson"
"Dodge","NE",1980,1,"Dodge"
"Douglas","NE",1980,28,"Douglas"
"Gage","NE",1980,1,"Gage"
"Hall","NE",1980,1,"Hall"
"Hamilton","NE",1980,1,"Hamilton"
"Howard","NE",1980,1,"Howard"
"Lancaster","NE",1980,9,"Lancaster"
"Lincoln","NE",1980,1,"Lincoln"
"Madison","NE",1980,12,"Madison"
"Nemaha","NE",1980,1,"Nemaha"
"Otoe","NE",1980,1,"Otoe"
"Scotts Bluff","NE",1980,3,"Scotts Bluff"
"Valley","NE",1980,1,"Valley"
"Washington","NE",1980,1,"Washington"
"Belknap","NH",1980,1,"Belknap"
"Carroll","NH",1980,2,"Carroll"
"Grafton","NH",1980,1,"Grafton"
"Hillsborough","NH",1980,5,"Hillsborough"
"Merrimack","NH",1980,2,"Merrimack"
"Rockingham","NH",1980,9,"Rockingham"
"Stafford","NH",1980,4,"Stafford"
"Atlantic","NJ",1980,18,"Atlantic"
"Bergen","NJ",1980,24,"Bergen"
"Burlington","NJ",1980,7,"Burlington"
"Camden","NJ",1980,42,"Camden"
"Cape May","NJ",1980,4,"Cape May"
"Cumberland","NJ",1980,10,"Cumberland"
"Essex","NJ",1980,209,"Essex"
"Gloucester","NJ",1980,4,"Gloucester"
"Hudson","NJ",1980,79,"Hudson"
"Hunterdon","NJ",1980,4,"Hunterdon"
"Mercer","NJ",1980,35,"Mercer"
"Middlesex","NJ",1980,15,"Middlesex"
"Monmouth","NJ",1980,14,"Monmouth"
"Morris","NJ",1980,2,"Morris"
"Ocean","NJ",1980,12,"Ocean"
"Passaic","NJ",1980,45,"Passaic"
"Salem","NJ",1980,2,"Salem"
"Somerset","NJ",1980,2,"Somerset"
"Union","NJ",1980,24,"Union"
"Warren","NJ",1980,1,"Warren"
"Bernalillo","NM",1980,47,"Bernalillo"
"Chaves","NM",1980,8,"Chaves"
"Curry","NM",1980,7,"Curry"
"Eddy","NM",1980,1,"Eddy"
"Grant","NM",1980,1,"Grant"
"Lea","NM",1980,6,"Lea"
"Lincoln","NM",1980,2,"Lincoln"
"Luna","NM",1980,1,"Luna"
"Mckinley","NM",1980,5,"Mckinley"
"Otero","NM",1980,2,"Otero"
"Quay","NM",1980,2,"Quay"
"Rio Arriba","NM",1980,1,"Rio Arriba"
"Roosevelt","NM",1980,1,"Roosevelt"
"San Juan","NM",1980,5,"San Juan"
"Sandoval","NM",1980,2,"Sandoval"
"Santa Fe","NM",1980,48,"Santa Fe"
"Sierra","NM",1980,2,"Sierra"
"Torrance","NM",1980,2,"Torrance"
"Valencia","NM",1980,1,"Valencia"
"Churchill","NV",1980,2,"Churchill"
"Clark","NV",1980,110,"Clark"
"Douglas","NV",1980,1,"Douglas"
"Elko","NV",1980,3,"Elko"
"Humboldt","NV",1980,1,"Humboldt"
"Lyon","NV",1980,2,"Lyon"
"Mineral","NV",1980,2,"Mineral"
"Nye","NV",1980,4,"Nye"
"Pershing","NV",1980,3,"Pershing"
"Strey","NV",1980,1,"Strey"
"Washoe","NV",1980,49,"Washoe"
"Albany","NY",1980,6,"Albany"
"Allegany","NY",1980,1,"Allegany"
"Broome","NY",1980,6,"Broome"
"Cattaraugus","NY",1980,1,"Cattaraugus"
"Chautauqua","NY",1980,5,"Chautauqua"
"Chemung","NY",1980,4,"Chemung"
"Chenango","NY",1980,3,"Chenango"
"Clinton","NY",1980,3,"Clinton"
"Columbia","NY",1980,3,"Columbia"
"Dutchess","NY",1980,5,"Dutchess"
"Erie","NY",1980,71,"Erie"
"Franklin","NY",1980,2,"Franklin"
"Genesee","NY",1980,1,"Genesee"
"Greene","NY",1980,1,"Greene"
"Herkimer","NY",1980,1,"Herkimer"
"Jefferson","NY",1980,1,"Jefferson"
"Livingston","NY",1980,1,"Livingston"
"Madison","NY",1980,3,"Madison"
"Monroe","NY",1980,39,"Monroe"
"Nassau","NY",1980,35,"Nassau"
"New York","NY",1980,1841,"New York"
"Niagara","NY",1980,12,"Niagara"
"Oneida","NY",1980,14,"Oneida"
"Onondaga","NY",1980,18,"Onondaga"
"Orange","NY",1980,12,"Orange"
"Orleans","NY",1980,1,"Orleans"
"Oswego","NY",1980,1,"Oswego"
"Otsego","NY",1980,6,"Otsego"
"Putnam","NY",1980,3,"Putnam"
"Rensselaer","NY",1980,4,"Rensselaer"
"Rockland","NY",1980,6,"Rockland"
"Saratoga","NY",1980,7,"Saratoga"
"Schenectady","NY",1980,2,"Schenectady"
"Schuyler","NY",1980,1,"Schuyler"
"St Lawrence","NY",1980,4,"St Lawrence"
"Stuben","NY",1980,8,"Stuben"
"Suffolk","NY",1980,49,"Suffolk"
"Sullivan","NY",1980,7,"Sullivan"
"Tioga","NY",1980,1,"Tioga"
"Ulster","NY",1980,8,"Ulster"
"Warren","NY",1980,1,"Warren"
"Wayne","NY",1980,3,"Wayne"
"Westchester","NY",1980,241,"Westchester"
"Yates","NY",1980,1,"Yates"
"Adams","OH",1980,1,"Adams"
"Allen","OH",1980,13,"Allen"
"Ashtabula","OH",1980,4,"Ashtabula"
"Butler","OH",1980,14,"Butler"
"Carroll","OH",1980,1,"Carroll"
"Champaign","OH",1980,1,"Champaign"
"Clark","OH",1980,7,"Clark"
"Clermont","OH",1980,7,"Clermont"
"Columbiana","OH",1980,3,"Columbiana"
"Coshocton","OH",1980,1,"Coshocton"
"Cuyahoga","OH",1980,302,"Cuyahoga"
"Darke","OH",1980,2,"Darke"
"Defiance","OH",1980,2,"Defiance"
"Erie","OH",1980,2,"Erie"
"Fairfield","OH",1980,2,"Fairfield"
"Fayette","OH",1980,1,"Fayette"
"Franklin","OH",1980,104,"Franklin"
"Geauga","OH",1980,2,"Geauga"
"Greene","OH",1980,4,"Greene"
"Hamilton","OH",1980,69,"Hamilton"
"Hardin","OH",1980,22,"Hardin"
"Holmes","OH",1980,1,"Holmes"
"Jackson","OH",1980,2,"Jackson"
"Jefferson","OH",1980,3,"Jefferson"
"Lake","OH",1980,15,"Lake"
"Lawrence","OH",1980,5,"Lawrence"
"Licking","OH",1980,4,"Licking"
"Logan","OH",1980,1,"Logan"
"Lorain","OH",1980,11,"Lorain"
"Lucas","OH",1980,61,"Lucas"
"Mahoning","OH",1980,26,"Mahoning"
"Marion","OH",1980,3,"Marion"
"Medina","OH",1980,1,"Medina"
"Mercer","OH",1980,1,"Mercer"
"Miami","OH",1980,2,"Miami"
"Montgomery","OH",1980,93,"Montgomery"
"Morrow","OH",1980,1,"Morrow"
"Muskingum","OH",1980,2,"Muskingum"
"Paulding","OH",1980,6,"Paulding"
"Pickaway","OH",1980,4,"Pickaway"
"Pike","OH",1980,2,"Pike"
"Portage","OH",1980,2,"Portage"
"Preble","OH",1980,13,"Preble"
"Richland","OH",1980,6,"Richland"
"Ross","OH",1980,1,"Ross"
"Sandusky","OH",1980,2,"Sandusky"
"Scioto","OH",1980,10,"Scioto"
"Seneca","OH",1980,1,"Seneca"
"Shelby","OH",1980,1,"Shelby"
"Strk","OH",1980,25,"Strk"
"Summit","OH",1980,30,"Summit"
"Trumbull","OH",1980,9,"Trumbull"
"Tuscarawas","OH",1980,2,"Tuscarawas"
"Van Wert","OH",1980,1,"Van Wert"
"Vinton","OH",1980,1,"Vinton"
"Warren","OH",1980,3,"Warren"
"Williams","OH",1980,1,"Williams"
"Wood","OH",1980,1,"Wood"
"Alfalfa","OK",1980,1,"Alfalfa"
"Atoka","OK",1980,4,"Atoka"
"Beckham","OK",1980,1,"Beckham"
"Blaine","OK",1980,2,"Blaine"
"Bryan","OK",1980,4,"Bryan"
"Caddo","OK",1980,4,"Caddo"
"Canadian","OK",1980,4,"Canadian"
"Carter","OK",1980,2,"Carter"
"Cherokee","OK",1980,2,"Cherokee"
"Choctaw","OK",1980,5,"Choctaw"
"Cleveland","OK",1980,5,"Cleveland"
"Comanche","OK",1980,11,"Comanche"
"Cotton","OK",1980,2,"Cotton"
"Craig","OK",1980,2,"Craig"
"Creek","OK",1980,11,"Creek"
"Custer","OK",1980,3,"Custer"
"Delaware","OK",1980,3,"Delaware"
"Garfield","OK",1980,4,"Garfield"
"Grady","OK",1980,3,"Grady"
"Greer","OK",1980,1,"Greer"
"Haskell","OK",1980,1,"Haskell"
"Hughes","OK",1980,2,"Hughes"
"Jackson","OK",1980,3,"Jackson"
"Johnston","OK",1980,1,"Johnston"
"Kay","OK",1980,2,"Kay"
"Kingfisher","OK",1980,3,"Kingfisher"
"Le Flore","OK",1980,2,"Le Flore"
"Lincoln","OK",1980,3,"Lincoln"
"Logan","OK",1980,3,"Logan"
"Mayes","OK",1980,5,"Mayes"
"Mcclain","OK",1980,2,"Mcclain"
"Mccurtain","OK",1980,10,"Mccurtain"
"Mcintosh","OK",1980,2,"Mcintosh"
"Muskogee","OK",1980,3,"Muskogee"
"Nowata","OK",1980,1,"Nowata"
"Okfuskee","OK",1980,2,"Okfuskee"
"Oklahoma","OK",1980,99,"Oklahoma"
"Okmulgee","OK",1980,6,"Okmulgee"
"Osage","OK",1980,3,"Osage"
"Ottawa","OK",1980,1,"Ottawa"
"Pawnee","OK",1980,1,"Pawnee"
"Pittsburg","OK",1980,1,"Pittsburg"
"Pontotoc","OK",1980,2,"Pontotoc"
"Pottawatomie","OK",1980,9,"Pottawatomie"
"Pushmataha","OK",1980,9,"Pushmataha"
"Roger Mills","OK",1980,1,"Roger Mills"
"Rogers","OK",1980,2,"Rogers"
"Seminole","OK",1980,5,"Seminole"
"Sequoyah","OK",1980,2,"Sequoyah"
"Stphens","OK",1980,8,"Stphens"
"Texas","OK",1980,1,"Texas"
"Tillman","OK",1980,2,"Tillman"
"Tulsa","OK",1980,43,"Tulsa"
"Wagoner","OK",1980,5,"Wagoner"
"Washington","OK",1980,3,"Washington"
"Washita","OK",1980,1,"Washita"
"Woodward","OK",1980,3,"Woodward"
"Baker","OR",1980,1,"Baker"
"Clackamas","OR",1980,13,"Clackamas"
"Clatsop","OR",1980,1,"Clatsop"
"Columbia","OR",1980,1,"Columbia"
"Coos","OR",1980,7,"Coos"
"Curry","OR",1980,1,"Curry"
"Deschutes","OR",1980,2,"Deschutes"
"Douglas","OR",1980,3,"Douglas"
"Grant","OR",1980,3,"Grant"
"Jackson","OR",1980,8,"Jackson"
"Josephine","OR",1980,3,"Josephine"
"Klamath","OR",1980,6,"Klamath"
"Lane","OR",1980,6,"Lane"
"Lincoln","OR",1980,2,"Lincoln"
"Linn","OR",1980,5,"Linn"
"Malheur","OR",1980,4,"Malheur"
"Marion","OR",1980,9,"Marion"
"Multnomah","OR",1980,58,"Multnomah"
"Tillamook","OR",1980,1,"Tillamook"
"Umatilla","OR",1980,3,"Umatilla"
"Union","OR",1980,1,"Union"
"Wasco","OR",1980,1,"Wasco"
"Washington","OR",1980,4,"Washington"
"Yamhill","OR",1980,1,"Yamhill"
"Adams","PA",1980,2,"Adams"
"Allegheny","PA",1980,103,"Allegheny"
"Armstrong","PA",1980,2,"Armstrong"
"Beaver","PA",1980,6,"Beaver"
"Bedford","PA",1980,1,"Bedford"
"Berks","PA",1980,10,"Berks"
"Blair","PA",1980,2,"Blair"
"Bradford","PA",1980,1,"Bradford"
"Bucks","PA",1980,12,"Bucks"
"Butler","PA",1980,4,"Butler"
"Cambria","PA",1980,20,"Cambria"
"Carbon","PA",1980,1,"Carbon"
"Centre","PA",1980,3,"Centre"
"Chester","PA",1980,14,"Chester"
"Clarion","PA",1980,2,"Clarion"
"Clearfield","PA",1980,2,"Clearfield"
"Clinton","PA",1980,2,"Clinton"
"Columbia","PA",1980,1,"Columbia"
"Crawford","PA",1980,1,"Crawford"
"Cumberland","PA",1980,7,"Cumberland"
"Dauphin","PA",1980,20,"Dauphin"
"Delaware","PA",1980,40,"Delaware"
"Elk","PA",1980,1,"Elk"
"Erie","PA",1980,14,"Erie"
"Fayette","PA",1980,12,"Fayette"
"Franklin","PA",1980,1,"Franklin"
"Fulton","PA",1980,1,"Fulton"
"Greene","PA",1980,1,"Greene"
"Huntingdon","PA",1980,2,"Huntingdon"
"Indiana","PA",1980,2,"Indiana"
"Jefferson","PA",1980,2,"Jefferson"
"Lackawanna","PA",1980,3,"Lackawanna"
"Lancaster","PA",1980,8,"Lancaster"
"Lawrence","PA",1980,5,"Lawrence"
"Lebanon","PA",1980,2,"Lebanon"
"Lehigh","PA",1980,8,"Lehigh"
"Luzerne","PA",1980,7,"Luzerne"
"Lycoming","PA",1980,1,"Lycoming"
"Mckean","PA",1980,1,"Mckean"
"Mercer","PA",1980,6,"Mercer"
"Montgomery","PA",1980,19,"Montgomery"
"Northampton","PA",1980,4,"Northampton"
"Northumberland","PA",1980,1,"Northumberland"
"Perry","PA",1980,1,"Perry"
"Philadelphia","PA",1980,462,"Philadelphia"
"Pike","PA",1980,3,"Pike"
"Schuylkill","PA",1980,5,"Schuylkill"
"Somerset","PA",1980,2,"Somerset"
"Susquehanna","PA",1980,7,"Susquehanna"
"Tioga","PA",1980,8,"Tioga"
"Venango","PA",1980,3,"Venango"
"Washington","PA",1980,2,"Washington"
"Westmoreland","PA",1980,12,"Westmoreland"
"Wyoming","PA",1980,1,"Wyoming"
"York","PA",1980,9,"York"
"Kent","RI",1980,3,"Kent"
"Newport","RI",1980,6,"Newport"
"Providence","RI",1980,30,"Providence"
"Washington","RI",1980,4,"Washington"
"Abbeville","SC",1980,2,"Abbeville"
"Aiken","SC",1980,10,"Aiken"
"Allendale","SC",1980,2,"Allendale"
"Anderson","SC",1980,14,"Anderson"
"Bamberg","SC",1980,1,"Bamberg"
"Barnwell","SC",1980,1,"Barnwell"
"Beaufort","SC",1980,4,"Beaufort"
"Berkeley","SC",1980,14,"Berkeley"
"Calhoun","SC",1980,1,"Calhoun"
"Charleston","SC",1980,33,"Charleston"
"Cherokee","SC",1980,7,"Cherokee"
"Chester","SC",1980,4,"Chester"
"Chesterfield","SC",1980,3,"Chesterfield"
"Clarendon","SC",1980,4,"Clarendon"
"Colleton","SC",1980,3,"Colleton"
"Darlington","SC",1980,6,"Darlington"
"Dillon","SC",1980,6,"Dillon"
"Dorchester","SC",1980,3,"Dorchester"
"Edgefield","SC",1980,2,"Edgefield"
"Fairfield","SC",1980,2,"Fairfield"
"Florence","SC",1980,16,"Florence"
"Georgetown","SC",1980,4,"Georgetown"
"Greenville","SC",1980,30,"Greenville"
"Greenwood","SC",1980,3,"Greenwood"
"Hampton","SC",1980,3,"Hampton"
"Horry","SC",1980,13,"Horry"
"Jasper","SC",1980,2,"Jasper"
